Project Name,Package Name,Type Name,Method Name,Code Smell
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,compileCompositionIndirection,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,compileCompositionIndirection,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,compileCompositionIndirection,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,convertIndex,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,linearCombination,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,linearCombination,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,linearCombination,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,linearCombination,Long Statement
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,add,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,subtract,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,multiply,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,multiply,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,divide,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,remainder,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,pow,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,pow,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,pow,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,pow,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,rootN,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,rootN,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,rootN,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,rootN,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,rootN,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,log10,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,cos,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,cos,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,sin,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,sin,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acos,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acos,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acos,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acos,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acos,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acos,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acos,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acos,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asin,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asin,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asin,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asin,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asin,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asin,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asin,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asin,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan2,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan2,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan2,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan2,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan2,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,cosh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,cosh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,sinh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,sinh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acosh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acosh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acosh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acosh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acosh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acosh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acosh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acosh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asinh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asinh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asinh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asinh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asinh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asinh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asinh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asinh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atanh,Magic Number
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,compose,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,compose,Magic Number
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,FiniteDifferencesDifferentiator,Magic Number
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,FiniteDifferencesDifferentiator,Magic Number
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,FiniteDifferencesDifferentiator,Magic Number
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,differentiate,Complex Method
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,value,Complex Method
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,copySign,Complex Conditional
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,copySign,Complex Conditional
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,hypot,Magic Number
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,hypot,Magic Number
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,hypot,Magic Number
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,sqrt,Magic Number
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,cbrt,Magic Number
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,rootN,Magic Number
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,rootN,Magic Number
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,log10,Magic Number
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,atan2,Magic Number
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,atan2,Magic Number
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,linearCombination,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,linearCombination,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,linearCombination,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,linearCombination,Long Parameter List
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,equals,Complex Method
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,hashCode,Magic Number
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,hashCode,Magic Number
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,hashCode,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,Gaussian,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,Gaussian,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,value,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,value,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,value,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,value,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,value,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,value,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,value,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,value,Magic Number
java,org.apache.commons.math3.analysis.function,Gaussian,value,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,value,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,value,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,value,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,HarmonicOscillator,value,Magic Number
java,org.apache.commons.math3.analysis.function,HarmonicOscillator,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,HarmonicOscillator,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,HarmonicOscillator,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,HarmonicOscillator,value,Magic Number
java,org.apache.commons.math3.analysis.function,HarmonicOscillator,value,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,value,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Logistic,Logistic,Long Parameter List
java,org.apache.commons.math3.analysis.function,Logistic,value,Magic Number
java,org.apache.commons.math3.analysis.function,Logistic,value,Magic Number
java,org.apache.commons.math3.analysis.function,Logistic,value,Magic Number
java,org.apache.commons.math3.analysis.function,Logistic,value,Magic Number
java,org.apache.commons.math3.analysis.function,Logistic,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Logistic,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Logistic,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Logistic,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Logistic,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Logistic,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Logistic,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Logistic,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Logistic,value,Long Parameter List
java,org.apache.commons.math3.analysis.function,Parametric,value,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,value,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,value,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,value,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,gradient,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Logit,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Logit,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Logit,value,Magic Number
java,org.apache.commons.math3.analysis.function,Logit,value,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Sigmoid,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Sigmoid,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Sigmoid,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sigmoid,value,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Parametric,validateParameters,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Complex Method
java,org.apache.commons.math3.analysis.function,Sinc,value,Long Statement
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,Sinc,value,Magic Number
java,org.apache.commons.math3.analysis.function,StepFunction,value,Magic Number
java,org.apache.commons.math3.analysis.integration,BaseAbstractUnivariateIntegrator,BaseAbstractUnivariateIntegrator,Long Statement
java,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator,IterativeLegendreGaussIntegrator,Long Parameter List
java,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator,doIntegrate,Long Statement
java,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,LegendreGaussIntegrator,Long Parameter List
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,LegendreGaussIntegrator,Magic Number
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,LegendreGaussIntegrator,Magic Number
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,LegendreGaussIntegrator,Magic Number
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,LegendreGaussIntegrator,Magic Number
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,LegendreGaussIntegrator,Magic Number
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,LegendreGaussIntegrator,Magic Number
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,LegendreGaussIntegrator,Missing default
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,doIntegrate,Long Statement
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,stage,Magic Number
java,org.apache.commons.math3.analysis.integration,MidPointIntegrator,stage,Magic Number
java,org.apache.commons.math3.analysis.integration,MidPointIntegrator,stage,Magic Number
java,org.apache.commons.math3.analysis.integration,MidPointIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,MidPointIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,RombergIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,RombergIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,SimpsonIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,SimpsonIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,SimpsonIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,SimpsonIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,SimpsonIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration,TrapezoidIntegrator,TrapezoidIntegrator,Long Identifier
java,org.apache.commons.math3.analysis.integration,TrapezoidIntegrator,TrapezoidIntegrator,Long Identifier
java,org.apache.commons.math3.analysis.integration,TrapezoidIntegrator,TrapezoidIntegrator,Long Identifier
java,org.apache.commons.math3.analysis.integration,TrapezoidIntegrator,stage,Magic Number
java,org.apache.commons.math3.analysis.integration,TrapezoidIntegrator,stage,Magic Number
java,org.apache.commons.math3.analysis.integration,TrapezoidIntegrator,stage,Magic Number
java,org.apache.commons.math3.analysis.integration,TrapezoidIntegrator,doIntegrate,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,GaussIntegratorFactory,transform,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,computeRule,Complex Method
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,computeRule,Complex Method
java,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,computeRule,Long Method
java,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,computeRule,Complex Method
java,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,computeRule,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,SymmetricGaussIntegrator,integrate,Magic Number
java,org.apache.commons.math3.analysis.integration.gauss,SymmetricGaussIntegrator,integrate,Magic Number
java,org.apache.commons.math3.analysis.interpolation,AkimaSplineInterpolator,interpolate,Complex Method
java,org.apache.commons.math3.analysis.interpolation,AkimaSplineInterpolator,interpolate,Long Statement
java,org.apache.commons.math3.analysis.interpolation,AkimaSplineInterpolator,interpolate,Long Statement
