agent,iter_no,refactoring_no,refactoring_type,refactoring_description
claude,16,9,Rename Variable,"Rename Variable db : double to sb : double in method private addScalarToExtended(c double, ya double, yb double) : double[] from class org.apache.commons.math3.util.FastMath"
claude,16,10,Rename Variable,"Rename Variable db : double to sb : double in method private addScalarToExtended(c double, ya double, yb double) : double[] from class org.apache.commons.math3.util.FastMath"
claude,16,11,Rename Variable,"Rename Variable da : double to sa : double in method private addScalarToExtended(c double, ya double, yb double) : double[] from class org.apache.commons.math3.util.FastMath"
claude,16,12,Rename Variable,"Rename Variable da : double to sa : double in method private addScalarToExtended(c double, ya double, yb double) : double[] from class org.apache.commons.math3.util.FastMath"
claude,16,13,Add Variable Modifier,Add Variable Modifier final in variable idx : int in method private firstQuadrantTrigSetup(xa double) : double[] from class org.apache.commons.math3.util.FastMath
claude,16,14,Add Variable Modifier,Add Variable Modifier final in variable idx : int in method private firstQuadrantTrigSetup(xa double) : double[] from class org.apache.commons.math3.util.FastMath
claude,16,15,Add Variable Modifier,Add Variable Modifier final in variable temp2 : double in method private firstQuadrantTrigSetup(xa double) : double[] from class org.apache.commons.math3.util.FastMath
claude,16,16,Add Variable Modifier,Add Variable Modifier final in variable temp2 : double in method private firstQuadrantTrigSetup(xa double) : double[] from class org.apache.commons.math3.util.FastMath
claude,16,17,Add Variable Modifier,Add Variable Modifier final in variable temp : double in method private firstQuadrantTrigSetup(xa double) : double[] from class org.apache.commons.math3.util.FastMath
claude,16,18,Change Variable Type,Change Variable Type temp : double to num : double[] in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,19,Change Variable Type,Change Variable Type temp : double to num : double[] in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,20,Add Variable Modifier,Add Variable Modifier final in variable num : double[] in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,21,Add Variable Modifier,Add Variable Modifier final in variable num : double[] in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,22,Add Variable Modifier,Add Variable Modifier final in variable hiPrec : double[] in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,23,Add Variable Modifier,Add Variable Modifier final in variable ya : double in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,24,Add Variable Modifier,Add Variable Modifier final in variable ya : double in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,25,Add Variable Modifier,Add Variable Modifier final in variable yb : double in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,26,Add Variable Modifier,Add Variable Modifier final in variable yb : double in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,27,Add Variable Modifier,Add Variable Modifier final in variable nb : double in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,28,Add Variable Modifier,Add Variable Modifier final in variable na : double in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,29,Add Variable Modifier,Add Variable Modifier final in variable na : double in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,30,Rename Variable,Rename Variable temp : double to num : double[] in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,31,Rename Variable,Rename Variable temp : double to num : double[] in method public tanh(x double) : double from class org.apache.commons.math3.util.FastMath
claude,16,32,Add Variable Modifier,"Add Variable Modifier final in variable sinEpsA : double in method private sinQ(xa double, xb double) : double from class org.apache.commons.math3.util.FastMath"
claude,16,33,Add Variable Modifier,"Add Variable Modifier final in variable sinEpsB : double in method private sinQ(xa double, xb double) : double from class org.apache.commons.math3.util.FastMath"
claude,16,34,Add Variable Modifier,"Add Variable Modifier final in variable sinEpsA : double in method private tanQ(xa double, xb double, cotanFlag boolean) : double from class org.apache.commons.math3.util.FastMath"
claude,16,35,Add Variable Modifier,"Add Variable Modifier final in variable sinEpsB : double in method private tanQ(xa double, xb double, cotanFlag boolean) : double from class org.apache.commons.math3.util.FastMath"
claude,17,1,Extract Method,"Extract Method private cosByAngleAddition(sintA double, sintB double, costA double, costB double, sinEpsA double, sinEpsB double, cosEpsB double) : double[] extracted from private tanQ(xa double, xb double, cotanFlag boolean) : double in class org.apache.commons.math3.util.FastMath"
claude,18,1,Extract Method,"Extract Method private halfSumExtended(ya double, yb double, ra double, rb double) : double extracted from private sinhSmallPositive(absX double) : double in class org.apache.commons.math3.util.FastMath"
claude,18,2,Extract Method,"Extract Method private halfSumExtended(ya double, yb double, ra double, rb double) : double extracted from private coshSinhCore(absX double, subtractReciprocal boolean) : double in class org.apache.commons.math3.util.FastMath"
claude,18,3,Parameterize Variable,"Parameterize Variable ra : double to ra : double in method private halfSumExtended(ya double, yb double, ra double, rb double) : double from class org.apache.commons.math3.util.FastMath"
claude,18,4,Remove Variable Modifier,Remove Variable Modifier final in variable ra : double in method private sinhSmallPositive(absX double) : double from class org.apache.commons.math3.util.FastMath
claude,18,5,Parameterize Variable,"Parameterize Variable rb : double to rb : double in method private halfSumExtended(ya double, yb double, ra double, rb double) : double from class org.apache.commons.math3.util.FastMath"
claude,18,6,Remove Variable Modifier,Remove Variable Modifier final in variable rb : double in method private sinhSmallPositive(absX double) : double from class org.apache.commons.math3.util.FastMath
claude,18,7,Parameterize Variable,"Parameterize Variable recipa : double to ra : double in method private halfSumExtended(ya double, yb double, ra double, rb double) : double from class org.apache.commons.math3.util.FastMath"
claude,18,8,Parameterize Variable,"Parameterize Variable recipb : double to rb : double in method private halfSumExtended(ya double, yb double, ra double, rb double) : double from class org.apache.commons.math3.util.FastMath"
claude,18,9,Inline Variable,Inline Variable ra : double in method private sinhSmallPositive(absX double) : double from class org.apache.commons.math3.util.FastMath
claude,18,10,Inline Variable,Inline Variable rb : double in method private sinhSmallPositive(absX double) : double from class org.apache.commons.math3.util.FastMath
claude,18,11,Add Variable Modifier,"Add Variable Modifier final in variable t : double in method private sinByAngleAddition(sintA double, sintB double, costA double, costB double, sinEpsA double, sinEpsB double, cosEpsB double) : double[] from class org.apache.commons.math3.util.FastMath"
claude,18,12,Add Variable Modifier,"Add Variable Modifier final in variable c : double in method private sinByAngleAddition(sintA double, sintB double, costA double, costB double, sinEpsA double, sinEpsB double, cosEpsB double) : double[] from class org.apache.commons.math3.util.FastMath"
claude,18,13,Add Variable Modifier,"Add Variable Modifier final in variable d : double in method private sinByAngleAddition(sintA double, sintB double, costA double, costB double, sinEpsA double, sinEpsB double, cosEpsB double) : double[] from class org.apache.commons.math3.util.FastMath"
claude,18,14,Add Variable Modifier,"Add Variable Modifier final in variable t : double in method private cosByAngleAddition(sintA double, sintB double, costA double, costB double, sinEpsA double, sinEpsB double, cosEpsB double) : double[] from class org.apache.commons.math3.util.FastMath"
claude,18,15,Add Variable Modifier,"Add Variable Modifier final in variable c : double in method private cosByAngleAddition(sintA double, sintB double, costA double, costB double, sinEpsA double, sinEpsB double, cosEpsB double) : double[] from class org.apache.commons.math3.util.FastMath"
claude,18,16,Add Variable Modifier,"Add Variable Modifier final in variable d : double in method private cosByAngleAddition(sintA double, sintB double, costA double, costB double, sinEpsA double, sinEpsB double, cosEpsB double) : double[] from class org.apache.commons.math3.util.FastMath"
claude,19,1,Extract Method,"Extract Method private subtractFromPiOverTwoSplit(xa double, xb double) : double[] extracted from private cosQ(xa double, xb double) : double in class org.apache.commons.math3.util.FastMath"
claude,19,2,Extract Method,"Extract Method private subtractFromPiOverTwoSplit(xa double, xb double) : double[] extracted from public tan(x double) : double in class org.apache.commons.math3.util.FastMath"
claude,19,3,Add Variable Modifier,Add Variable Modifier final in variable b : double in method public tan(x double) : double from class org.apache.commons.math3.util.FastMath
