Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
java,org.apache.commons.math3.analysis.interpolation,NevilleInterpolator,1,0,1,1,22,1,0,1,0.0,0,0
java,org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolatingFunction,4,0,4,3,125,17,0,1,0.0,0,3
java,org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolator,0,0,1,1,20,3,0,1,-1.0,0,1
java,org.apache.commons.math3.analysis.interpolation,SmoothingPolynomialBicubicSplineInterpolator,4,0,4,4,106,18,0,2,0.75,0,5
java,org.apache.commons.math3.analysis.interpolation,SplineInterpolator,0,0,1,1,58,7,0,1,-1.0,1,2
java,org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunction,5,0,5,3,222,42,0,1,0.0,0,1
java,org.apache.commons.math3.analysis.interpolation,TricubicFunction,2,0,2,1,61,11,0,1,0.0,0,0
java,org.apache.commons.math3.analysis.interpolation,TricubicInterpolator,0,0,2,2,82,11,0,1,-1.0,0,1
java,org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunction,5,0,4,2,201,40,0,1,0.0,0,1
java,org.apache.commons.math3.analysis.interpolation,TricubicSplineFunction,2,0,2,1,61,11,0,1,0.0,0,0
java,org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolator,0,0,3,1,127,25,0,1,-1.0,0,3
java,org.apache.commons.math3.analysis.interpolation,TrivariateGridInterpolator,0,0,1,0,19,1,2,0,-1.0,0,0
java,org.apache.commons.math3.analysis.interpolation,UnivariateInterpolator,0,0,1,0,14,1,7,0,-1.0,3,0
java,org.apache.commons.math3.analysis.interpolation,UnivariatePeriodicInterpolator,4,1,4,4,78,7,0,1,0.0,0,4
java,org.apache.commons.math3.analysis.polynomials,PolynomialFunction,2,0,19,16,298,49,0,2,0.10526315789473684,11,4
java,org.apache.commons.math3.analysis.polynomials,Parametric,0,0,2,2,24,3,0,1,-1.0,1,1
java,org.apache.commons.math3.analysis.polynomials,PolynomialFunctionLagrangeForm,4,0,10,8,213,27,0,1,0.0,0,1
java,org.apache.commons.math3.analysis.polynomials,PolynomialFunctionNewtonForm,4,0,10,8,152,18,0,2,0.0,0,2
java,org.apache.commons.math3.analysis.polynomials,PolynomialSplineFunction,3,0,9,9,136,20,0,2,0.0,1,3
java,org.apache.commons.math3.analysis.polynomials,PolynomialsUtils,8,0,18,13,279,29,0,0,0.4444444444444444,1,6
java,org.apache.commons.math3.analysis.polynomials,JacobiKey,2,0,3,2,41,4,0,0,0.0,2,1
java,org.apache.commons.math3.analysis.polynomials,RecurrenceCoefficientsGenerator,0,0,1,0,11,1,0,0,-1.0,1,0
java,org.apache.commons.math3.analysis.solvers,AbstractDifferentiableUnivariateSolver,1,0,4,0,44,4,1,2,0.75,0,2
java,org.apache.commons.math3.analysis.solvers,AbstractPolynomialSolver,1,0,5,0,47,5,1,2,0.8,0,1
java,org.apache.commons.math3.analysis.solvers,AbstractUnivariateDifferentiableSolver,1,0,4,0,43,4,1,2,0.75,0,1
java,org.apache.commons.math3.analysis.solvers,AbstractUnivariateSolver,0,0,3,0,30,3,8,2,-1.0,0,0
java,org.apache.commons.math3.analysis.solvers,BaseAbstractUnivariateSolver,10,0,23,11,235,23,4,1,0.17391304347826086,0,4
java,org.apache.commons.math3.analysis.solvers,BaseSecantSolver,3,0,7,3,179,32,3,3,0.0,0,1
java,org.apache.commons.math3.analysis.solvers,BaseUnivariateSolver,0,0,8,0,68,8,6,0,-1.0,0,0
java,org.apache.commons.math3.analysis.solvers,BisectionSolver,1,0,4,3,57,7,0,3,1.0,0,1
java,org.apache.commons.math3.analysis.solvers,BracketedRealFieldUnivariateSolver,0,0,7,0,58,7,1,0,-1.0,3,1
java,org.apache.commons.math3.analysis.solvers,BracketedUnivariateSolver,0,0,2,0,33,2,2,1,-1.0,2,0
java,org.apache.commons.math3.analysis.solvers,BracketingNthOrderBrentSolver,6,0,9,7,265,38,0,3,0.2222222222222222,0,1
java,org.apache.commons.math3.analysis.solvers,BrentSolver,1,0,6,4,157,21,0,3,0.8333333333333334,0,0
java,org.apache.commons.math3.analysis.solvers,DifferentiableUnivariateSolver,0,0,0,0,6,0,1,1,-1.0,0,0
java,org.apache.commons.math3.analysis.solvers,FieldBracketingNthOrderBrentSolver,7,0,10,9,288,37,1,1,0.0,0,6
java,org.apache.commons.math3.analysis.solvers,IllinoisSolver,0,0,4,4,36,4,0,4,-1.0,0,0
java,org.apache.commons.math3.analysis.solvers,LaguerreSolver,2,0,13,13,272,34,0,3,0.6153846153846154,0,3
java,org.apache.commons.math3.analysis.solvers,ComplexSolver,0,0,3,3,115,16,0,0,-1.0,1,1
java,org.apache.commons.math3.analysis.solvers,MullerSolver,1,0,5,3,122,13,0,3,0.8,0,1
java,org.apache.commons.math3.analysis.solvers,MullerSolver2,1,0,4,3,98,12,0,3,1.0,0,1
java,org.apache.commons.math3.analysis.solvers,NewtonRaphsonSolver,1,0,4,3,53,6,0,3,1.0,0,3
java,org.apache.commons.math3.analysis.solvers,NewtonSolver,1,0,4,3,52,6,0,3,1.0,0,2
java,org.apache.commons.math3.analysis.solvers,PegasusSolver,0,0,4,4,36,4,0,4,-1.0,0,0
java,org.apache.commons.math3.analysis.solvers,PolynomialSolver,0,0,0,0,6,0,1,1,-1.0,0,0
java,org.apache.commons.math3.analysis.solvers,RegulaFalsiSolver,0,0,4,4,36,4,0,4,-1.0,0,0
java,org.apache.commons.math3.analysis.solvers,RiddersSolver,1,0,4,3,96,13,0,3,1.0,0,1
java,org.apache.commons.math3.analysis.solvers,SecantSolver,1,0,4,3,66,10,0,3,1.0,0,0
java,org.apache.commons.math3.analysis.solvers,UnivariateDifferentiableSolver,0,0,0,0,6,0,1,1,-1.0,0,0
java,org.apache.commons.math3.analysis.solvers,UnivariateSolver,0,0,0,0,5,0,1,1,-1.0,7,0
java,org.apache.commons.math3.analysis.solvers,UnivariateSolverUtils,0,0,13,12,261,36,0,0,-1.0,8,4
java,org.apache.commons.math3.complex,Complex,10,5,48,46,662,104,0,1,0.041666666666666664,10,5
java,org.apache.commons.math3.complex,ComplexField,2,0,6,4,57,6,0,1,0.8333333333333334,3,3
java,org.apache.commons.math3.complex,LazyHolder,1,0,0,0,9,0,0,0,-1.0,1,1
java,org.apache.commons.math3.complex,ComplexFormat,4,0,20,19,301,39,0,0,0.15,1,3
java,org.apache.commons.math3.complex,ComplexUtils,0,0,3,2,37,5,0,0,-1.0,1,2
java,org.apache.commons.math3.complex,Quaternion,10,5,29,29,324,36,0,0,0.06896551724137931,1,4
java,org.apache.commons.math3.complex,RootsOfUnity,6,0,6,6,120,14,0,0,0.0,0,1
java,org.apache.commons.math3.dfp,BracketingNthOrderBrentSolverDFP,0,0,7,7,77,7,0,2,-1.0,0,4
java,org.apache.commons.math3.dfp,Dfp,26,8,113,95,2288,399,1,2,0.09734513274336283,6,4
java,org.apache.commons.math3.dfp,DfpDec,0,0,19,10,293,52,0,3,-1.0,0,2
java,org.apache.commons.math3.dfp,DfpField,34,5,40,36,634,55,0,1,0.275,4,2
java,org.apache.commons.math3.dfp,DfpMath,1,0,21,10,656,99,0,0,0.23809523809523808,2,3
java,org.apache.commons.math3.dfp,UnivariateDfpFunction,0,0,1,0,13,1,0,0,-1.0,1,1
java,org.apache.commons.math3.distribution,AbstractIntegerDistribution,3,0,10,6,152,25,8,1,0.3,0,3
java,org.apache.commons.math3.distribution,AbstractMultivariateRealDistribution,2,0,5,4,51,7,2,1,0.0,0,1
java,org.apache.commons.math3.distribution,AbstractRealDistribution,5,1,12,9,183,29,21,1,0.4166666666666667,0,5
java,org.apache.commons.math3.distribution,BetaDistribution,6,1,22,17,309,40,0,2,0.36363636363636365,1,5
java,org.apache.commons.math3.distribution,ChengBetaSampler,0,0,3,0,102,13,0,0,-1.0,2,3
java,org.apache.commons.math3.distribution,BinomialDistribution,3,0,12,12,136,18,0,2,0.25,1,4
java,org.apache.commons.math3.distribution,CauchyDistribution,5,1,18,17,182,22,0,2,0.5,1,2
java,org.apache.commons.math3.distribution,ChiSquaredDistribution,4,1,16,15,138,16,0,2,0.5,3,2
java,org.apache.commons.math3.distribution,ConstantRealDistribution,2,0,13,13,97,14,0,2,0.46153846153846156,0,0
java,org.apache.commons.math3.distribution,EnumeratedDistribution,5,0,8,7,165,24,0,0,0.25,2,3
java,org.apache.commons.math3.distribution,EnumeratedIntegerDistribution,2,0,13,12,175,26,0,2,0.3076923076923077,1,3
java,org.apache.commons.math3.distribution,EnumeratedRealDistribution,2,0,17,16,218,34,0,2,0.35294117647058826,2,3
java,org.apache.commons.math3.distribution,ExponentialDistribution,6,1,18,17,224,27,0,2,0.3333333333333333,2,2
java,org.apache.commons.math3.distribution,FDistribution,7,1,18,16,208,24,0,2,0.3333333333333333,3,3
java,org.apache.commons.math3.distribution,GammaDistribution,12,1,20,19,295,36,0,2,0.3,2,3
java,org.apache.commons.math3.distribution,GeometricDistribution,4,0,12,12,135,19,0,2,0.4166666666666667,0,2
java,org.apache.commons.math3.distribution,GumbelDistribution,4,0,14,14,134,18,0,2,0.42857142857142855,0,3
java,org.apache.commons.math3.distribution,HypergeometricDistribution,6,0,19,14,250,31,0,2,0.10526315789473684,0,3
java,org.apache.commons.math3.distribution,IntegerDistribution,0,0,12,0,77,12,1,0,-1.0,1,0
java,org.apache.commons.math3.distribution,KolmogorovSmirnovDistribution,2,0,7,4,172,28,0,0,0.0,0,5
java,org.apache.commons.math3.distribution,LaplaceDistribution,3,0,14,14,132,19,0,2,0.42857142857142855,0,2
java,org.apache.commons.math3.distribution,LevyDistribution,4,0,15,15,140,19,0,2,0.4666666666666667,0,3
java,org.apache.commons.math3.distribution,LogisticDistribution,3,0,14,14,130,18,0,2,0.42857142857142855,0,3
java,org.apache.commons.math3.distribution,LogNormalDistribution,8,1,21,20,230,28,0,2,0.3333333333333333,0,3
java,org.apache.commons.math3.distribution,MixtureMultivariateNormalDistribution,0,0,4,3,47,5,0,3,-1.0,2,3
java,org.apache.commons.math3.distribution,MixtureMultivariateRealDistribution,2,0,6,6,104,17,1,2,0.3333333333333333,0,2
java,org.apache.commons.math3.distribution,MultivariateNormalDistribution,5,0,8,7,155,22,0,2,0.0,2,5
java,org.apache.commons.math3.distribution,MultivariateRealDistribution,0,0,5,0,35,5,1,0,-1.0,0,0
java,org.apache.commons.math3.distribution,NakagamiDistribution,5,1,15,14,147,18,0,2,0.4,0,3
java,org.apache.commons.math3.distribution,NormalDistribution,7,1,22,21,217,26,0,2,0.3181818181818182,7,3
java,org.apache.commons.math3.distribution,ParetoDistribution,5,1,20,19,198,27,0,2,0.35,0,2
java,org.apache.commons.math3.distribution,PascalDistribution,5,0,12,12,152,17,0,2,0.4166666666666667,0,4
java,org.apache.commons.math3.distribution,PoissonDistribution,8,2,17,16,281,33,0,2,0.23529411764705882,1,8
java,org.apache.commons.math3.distribution,RealDistribution,0,0,15,0,94,15,1,0,-1.0,5,0
java,org.apache.commons.math3.distribution,SaddlePointExpansion,2,0,4,0,104,12,0,0,0.5,4,4
java,org.apache.commons.math3.distribution,TDistribution,5,1,16,15,177,22,0,2,0.375,4,4
java,org.apache.commons.math3.distribution,TriangularDistribution,5,0,14,13,185,29,0,2,0.2857142857142857,0,2
java,org.apache.commons.math3.distribution,UniformIntegerDistribution,3,0,10,10,117,17,0,2,0.2,0,1
java,org.apache.commons.math3.distribution,UniformRealDistribution,4,1,16,16,163,21,0,2,0.3125,0,1
java,org.apache.commons.math3.distribution,WeibullDistribution,9,1,20,17,247,30,0,2,0.4,1,3
java,org.apache.commons.math3.distribution,ZipfDistribution,13,0,23,13,311,40,0,2,0.21739130434782608,0,3
java,org.apache.commons.math3.distribution,ZipfRejectionInversionSampler,5,0,7,0,114,14,0,0,0.0,2,3
java,org.apache.commons.math3.distribution.fitting,MultivariateNormalMixtureExpectationMaximization,7,0,11,10,260,40,0,0,0.0,0,6
java,org.apache.commons.math3.distribution.fitting,DataRow,2,0,5,4,58,8,0,0,0.0,2,1
java,org.apache.commons.math3.exception,ConvergenceException,1,0,2,2,24,2,1,2,1.0,0,1
java,org.apache.commons.math3.exception,DimensionMismatchException,2,0,3,3,38,3,2,3,0.6666666666666666,0,1
java,org.apache.commons.math3.exception,InsufficientDataException,1,0,2,2,24,2,0,2,1.0,0,1
java,org.apache.commons.math3.exception,MathArithmeticException,2,0,5,5,48,5,0,1,0.0,0,2
java,org.apache.commons.math3.exception,MathIllegalArgumentException,2,0,4,4,40,4,18,1,0.0,0,2
java,org.apache.commons.math3.exception,MathIllegalNumberException,3,0,2,1,34,2,8,2,0.0,0,1
java,org.apache.commons.math3.exception,MathIllegalStateException,2,0,6,6,58,6,9,1,0.3333333333333333,0,2
java,org.apache.commons.math3.exception,MathInternalError,2,0,3,3,35,3,0,2,0.6666666666666666,0,1
java,org.apache.commons.math3.exception,MathParseException,1,0,2,2,25,2,0,2,1.0,0,0
java,org.apache.commons.math3.exception,MathRuntimeException,2,0,4,4,40,4,0,1,0.0,0,2
java,org.apache.commons.math3.exception,MathUnsupportedOperationException,2,0,5,5,46,5,2,1,0.4,0,2
java,org.apache.commons.math3.exception,MaxCountExceededException,2,0,3,3,37,3,2,2,0.0,2,1
java,org.apache.commons.math3.exception,MultiDimensionMismatchException,3,0,6,6,63,6,1,2,0.0,0,1
java,org.apache.commons.math3.exception,NoBracketingException,5,0,6,6,80,6,0,2,0.0,0,1
java,org.apache.commons.math3.exception,NoDataException,1,0,2,2,23,2,0,2,1.0,0,1
java,org.apache.commons.math3.exception,NonMonotonicSequenceException,5,0,6,6,75,6,0,3,0.0,0,1
java,org.apache.commons.math3.exception,NotANumberException,1,0,1,1,16,1,0,3,0.0,0,0
java,org.apache.commons.math3.exception,NotFiniteNumberException,1,0,2,2,27,2,0,3,1.0,0,1
java,org.apache.commons.math3.exception,NotPositiveException,1,0,2,2,25,2,0,4,1.0,0,1
java,org.apache.commons.math3.exception,NotStrictlyPositiveException,1,0,2,2,25,2,0,4,1.0,0,1
java,org.apache.commons.math3.exception,NullArgumentException,1,0,2,2,23,2,0,2,1.0,0,1
java,org.apache.commons.math3.exception,NumberIsTooLargeException,3,0,4,4,51,4,0,3,0.0,0,1
java,org.apache.commons.math3.exception,NumberIsTooSmallException,3,0,4,4,51,4,3,3,0.0,1,1
java,org.apache.commons.math3.exception,OutOfRangeException,3,0,4,4,51,4,0,3,0.0,0,1
java,org.apache.commons.math3.exception,TooManyEvaluationsException,1,0,1,1,18,1,0,3,0.0,0,0
java,org.apache.commons.math3.exception,TooManyIterationsException,1,0,1,1,18,1,0,3,0.0,0,0
java,org.apache.commons.math3.exception,ZeroException,1,0,2,2,24,2,0,3,1.0,0,1
