Project Name,Package Name,Type Name,Code Smell
java,org.apache.commons.math3.analysis.function,Log10,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Log1p,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Parametric,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Parametric,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Max,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Min,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Minus,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Multiply,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Pow,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Power,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Rint,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Parametric,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Signum,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Sin,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Sinc,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Sinh,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Sqrt,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,StepFunction,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Subtract,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Tan,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Tanh,Unutilized Abstraction
java,org.apache.commons.math3.analysis.function,Ulp,Unutilized Abstraction
java,org.apache.commons.math3.analysis.integration,BaseAbstractUnivariateIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.integration,BaseAbstractUnivariateIntegrator,Deficient Encapsulation
java,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator,Broken Hierarchy
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,Broken Hierarchy
java,org.apache.commons.math3.analysis.integration,MidPointIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.integration,MidPointIntegrator,Deficient Encapsulation
java,org.apache.commons.math3.analysis.integration,MidPointIntegrator,Broken Hierarchy
java,org.apache.commons.math3.analysis.integration,RombergIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.integration,RombergIntegrator,Deficient Encapsulation
java,org.apache.commons.math3.analysis.integration,RombergIntegrator,Broken Hierarchy
java,org.apache.commons.math3.analysis.integration,SimpsonIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.integration,SimpsonIntegrator,Deficient Encapsulation
java,org.apache.commons.math3.analysis.integration,SimpsonIntegrator,Broken Hierarchy
java,org.apache.commons.math3.analysis.integration,TrapezoidIntegrator,Deficient Encapsulation
java,org.apache.commons.math3.analysis.integration,TrapezoidIntegrator,Broken Hierarchy
java,org.apache.commons.math3.analysis.integration,UnivariateIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,Unutilized Abstraction
java,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,Unutilized Abstraction
java,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,Broken Hierarchy
java,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,Unutilized Abstraction
java,org.apache.commons.math3.analysis.integration.gauss,SymmetricGaussIntegrator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,BicubicInterpolatingFunction,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,BicubicFunction,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,BicubicInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,BivariateGridInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,DividedDifferenceInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,FieldHermiteInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,HermiteInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,Facet,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,FacetData,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,LinearInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,LoessInterpolator,Deficient Encapsulation
java,org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolatingFunction,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,MicrosphereSurfaceElement,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolator,Deficient Encapsulation
java,org.apache.commons.math3.analysis.interpolation,MicrosphereProjectionInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,MultivariateInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,NevilleInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolatingFunction,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,SmoothingPolynomialBicubicSplineInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunction,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,TricubicFunction,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,TricubicInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunction,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,TricubicSplineFunction,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolator,Imperative Abstraction
java,org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,TrivariateGridInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,UnivariatePeriodicInterpolator,Unutilized Abstraction
java,org.apache.commons.math3.analysis.interpolation,UnivariatePeriodicInterpolator,Deficient Encapsulation
java,org.apache.commons.math3.analysis.polynomials,PolynomialFunctionLagrangeForm,Unutilized Abstraction
java,org.apache.commons.math3.analysis.polynomials,PolynomialFunctionNewtonForm,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,AbstractDifferentiableUnivariateSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,AbstractPolynomialSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,AbstractUnivariateDifferentiableSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,AbstractUnivariateSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,BaseAbstractUnivariateSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,BaseSecantSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,BaseSecantSolver,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,BaseUnivariateSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,BisectionSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,BisectionSolver,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,BracketedUnivariateSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,BracketingNthOrderBrentSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,BracketingNthOrderBrentSolver,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,BrentSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,BrentSolver,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,DifferentiableUnivariateSolver,Unnecessary Abstraction
java,org.apache.commons.math3.analysis.solvers,DifferentiableUnivariateSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,FieldBracketingNthOrderBrentSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,IllinoisSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,IllinoisSolver,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,LaguerreSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,LaguerreSolver,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,MullerSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,MullerSolver,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,MullerSolver2,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,MullerSolver2,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,NewtonRaphsonSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,NewtonRaphsonSolver,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,NewtonSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,NewtonSolver,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,PegasusSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,PegasusSolver,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,PolynomialSolver,Unnecessary Abstraction
java,org.apache.commons.math3.analysis.solvers,PolynomialSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,RegulaFalsiSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,RegulaFalsiSolver,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,RiddersSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,RiddersSolver,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,SecantSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,SecantSolver,Broken Hierarchy
java,org.apache.commons.math3.analysis.solvers,UnivariateDifferentiableSolver,Unnecessary Abstraction
java,org.apache.commons.math3.analysis.solvers,UnivariateDifferentiableSolver,Unutilized Abstraction
java,org.apache.commons.math3.analysis.solvers,UnivariateSolver,Unnecessary Abstraction
java,org.apache.commons.math3.analysis.solvers,UnivariateSolver,Unutilized Abstraction
java,org.apache.commons.math3.complex,Complex,Deficient Encapsulation
java,org.apache.commons.math3.complex,Complex,Cyclic-Dependent Modularization
java,org.apache.commons.math3.complex,Complex,Insufficient Modularization
java,org.apache.commons.math3.complex,ComplexField,Cyclic-Dependent Modularization
java,org.apache.commons.math3.complex,LazyHolder,Unnecessary Abstraction
java,org.apache.commons.math3.complex,LazyHolder,Cyclic-Dependent Modularization
java,org.apache.commons.math3.complex,Quaternion,Deficient Encapsulation
java,org.apache.commons.math3.complex,Quaternion,Insufficient Modularization
java,org.apache.commons.math3.complex,RootsOfUnity,Unutilized Abstraction
java,org.apache.commons.math3.dfp,BracketingNthOrderBrentSolverDFP,Unutilized Abstraction
java,org.apache.commons.math3.dfp,Dfp,Unutilized Abstraction
java,org.apache.commons.math3.dfp,Dfp,Deficient Encapsulation
java,org.apache.commons.math3.dfp,Dfp,Cyclic-Dependent Modularization
java,org.apache.commons.math3.dfp,Dfp,Insufficient Modularization
java,org.apache.commons.math3.dfp,DfpDec,Unutilized Abstraction
java,org.apache.commons.math3.dfp,DfpField,Deficient Encapsulation
java,org.apache.commons.math3.dfp,DfpField,Cyclic-Dependent Modularization
java,org.apache.commons.math3.dfp,DfpField,Insufficient Modularization
java,org.apache.commons.math3.dfp,DfpMath,Cyclic-Dependent Modularization
java,org.apache.commons.math3.distribution,AbstractIntegerDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,AbstractMultivariateRealDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,AbstractMultivariateRealDistribution,Rebellious Hierarchy
java,org.apache.commons.math3.distribution,AbstractRealDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,AbstractRealDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,AbstractRealDistribution,Wide Hierarchy
java,org.apache.commons.math3.distribution,BetaDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,BetaDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,BinomialDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,CauchyDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,CauchyDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,ChiSquaredDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,ChiSquaredDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,ConstantRealDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,EnumeratedIntegerDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,EnumeratedRealDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,ExponentialDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,ExponentialDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,FDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,FDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,GammaDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,GammaDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,GeometricDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,GumbelDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,HypergeometricDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,KolmogorovSmirnovDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,LaplaceDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,LevyDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,LogisticDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,LogNormalDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,LogNormalDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,LogNormalDistribution,Insufficient Modularization
java,org.apache.commons.math3.distribution,MixtureMultivariateNormalDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,MixtureMultivariateNormalDistribution,Broken Hierarchy
java,org.apache.commons.math3.distribution,MixtureMultivariateRealDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,MultivariateNormalDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,MultivariateRealDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,NakagamiDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,NakagamiDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,NormalDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,NormalDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,NormalDistribution,Insufficient Modularization
java,org.apache.commons.math3.distribution,ParetoDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,ParetoDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,PascalDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,PoissonDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,PoissonDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,TDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,TDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,TriangularDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,UniformIntegerDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,UniformRealDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,UniformRealDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,WeibullDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution,WeibullDistribution,Deficient Encapsulation
java,org.apache.commons.math3.distribution,ZipfDistribution,Unutilized Abstraction
java,org.apache.commons.math3.distribution.fitting,MultivariateNormalMixtureExpectationMaximization,Unutilized Abstraction
java,org.apache.commons.math3.exception,ConvergenceException,Unutilized Abstraction
java,org.apache.commons.math3.exception,ConvergenceException,Broken Hierarchy
java,org.apache.commons.math3.exception,DimensionMismatchException,Unutilized Abstraction
java,org.apache.commons.math3.exception,DimensionMismatchException,Broken Hierarchy
java,org.apache.commons.math3.exception,InsufficientDataException,Unutilized Abstraction
java,org.apache.commons.math3.exception,InsufficientDataException,Broken Hierarchy
java,org.apache.commons.math3.exception,MathArithmeticException,Unutilized Abstraction
java,org.apache.commons.math3.exception,MathIllegalArgumentException,Unutilized Abstraction
java,org.apache.commons.math3.exception,MathIllegalArgumentException,Wide Hierarchy
java,org.apache.commons.math3.exception,MathIllegalNumberException,Unutilized Abstraction
java,org.apache.commons.math3.exception,MathIllegalNumberException,Broken Hierarchy
java,org.apache.commons.math3.exception,MathIllegalStateException,Unutilized Abstraction
java,org.apache.commons.math3.exception,MathInternalError,Unutilized Abstraction
java,org.apache.commons.math3.exception,MathInternalError,Broken Hierarchy
java,org.apache.commons.math3.exception,MathParseException,Unutilized Abstraction
java,org.apache.commons.math3.exception,MathParseException,Broken Hierarchy
java,org.apache.commons.math3.exception,MathParseException,Multipath Hierarchy
java,org.apache.commons.math3.exception,MathRuntimeException,Unutilized Abstraction
java,org.apache.commons.math3.exception,MathUnsupportedOperationException,Unutilized Abstraction
java,org.apache.commons.math3.exception,MaxCountExceededException,Unutilized Abstraction
java,org.apache.commons.math3.exception,MaxCountExceededException,Broken Hierarchy
java,org.apache.commons.math3.exception,MultiDimensionMismatchException,Unutilized Abstraction
java,org.apache.commons.math3.exception,MultiDimensionMismatchException,Broken Hierarchy
java,org.apache.commons.math3.exception,NoBracketingException,Unutilized Abstraction
java,org.apache.commons.math3.exception,NoBracketingException,Broken Hierarchy
java,org.apache.commons.math3.exception,NoDataException,Unutilized Abstraction
java,org.apache.commons.math3.exception,NoDataException,Broken Hierarchy
java,org.apache.commons.math3.exception,NonMonotonicSequenceException,Unutilized Abstraction
java,org.apache.commons.math3.exception,NonMonotonicSequenceException,Broken Hierarchy
java,org.apache.commons.math3.exception,NotANumberException,Unutilized Abstraction
java,org.apache.commons.math3.exception,NotANumberException,Broken Hierarchy
java,org.apache.commons.math3.exception,NotFiniteNumberException,Unutilized Abstraction
java,org.apache.commons.math3.exception,NotFiniteNumberException,Broken Hierarchy
java,org.apache.commons.math3.exception,NotPositiveException,Unutilized Abstraction
java,org.apache.commons.math3.exception,NotPositiveException,Broken Hierarchy
java,org.apache.commons.math3.exception,NotStrictlyPositiveException,Unutilized Abstraction
java,org.apache.commons.math3.exception,NotStrictlyPositiveException,Broken Hierarchy
java,org.apache.commons.math3.exception,NullArgumentException,Unutilized Abstraction
java,org.apache.commons.math3.exception,NullArgumentException,Broken Hierarchy
java,org.apache.commons.math3.exception,NumberIsTooLargeException,Unutilized Abstraction
java,org.apache.commons.math3.exception,NumberIsTooLargeException,Broken Hierarchy
java,org.apache.commons.math3.exception,NumberIsTooSmallException,Unutilized Abstraction
java,org.apache.commons.math3.exception,NumberIsTooSmallException,Broken Hierarchy
java,org.apache.commons.math3.exception,OutOfRangeException,Unutilized Abstraction
java,org.apache.commons.math3.exception,OutOfRangeException,Broken Hierarchy
java,org.apache.commons.math3.exception,TooManyEvaluationsException,Unutilized Abstraction
java,org.apache.commons.math3.exception,TooManyEvaluationsException,Broken Hierarchy
java,org.apache.commons.math3.exception,TooManyIterationsException,Unutilized Abstraction
java,org.apache.commons.math3.exception,TooManyIterationsException,Broken Hierarchy
java,org.apache.commons.math3.exception,ZeroException,Unutilized Abstraction
java,org.apache.commons.math3.exception,ZeroException,Broken Hierarchy
java,org.apache.commons.math3.exception.util,DummyLocalizable,Unutilized Abstraction
java,org.apache.commons.math3.exception.util,ExceptionContextProvider,Unutilized Abstraction
java,org.apache.commons.math3,RealFieldElement,Unutilized Abstraction
java,org.apache.commons.math3,RealFieldElement,Rebellious Hierarchy
java,org.apache.commons.math3,RealFieldElement,Insufficient Modularization
java,org.apache.commons.math3.filter,DefaultMeasurementModel,Unutilized Abstraction
java,org.apache.commons.math3.filter,DefaultProcessModel,Unutilized Abstraction
java,org.apache.commons.math3.filter,KalmanFilter,Unutilized Abstraction
java,org.apache.commons.math3.fitting,CurveFitter,Unutilized Abstraction
java,org.apache.commons.math3.fitting,TheoreticalValuesFunction,Unutilized Abstraction
java,org.apache.commons.math3.fitting,GaussianCurveFitter,Unutilized Abstraction
java,org.apache.commons.math3.fitting,ParameterGuesser,Unutilized Abstraction
java,org.apache.commons.math3.fitting,GaussianFitter,Unutilized Abstraction
java,org.apache.commons.math3.fitting,ParameterGuesser,Unutilized Abstraction
java,org.apache.commons.math3.fitting,HarmonicCurveFitter,Unutilized Abstraction
java,org.apache.commons.math3.fitting,HarmonicCurveFitter,Broken Hierarchy
java,org.apache.commons.math3.fitting,ParameterGuesser,Unutilized Abstraction
java,org.apache.commons.math3.fitting,HarmonicFitter,Unutilized Abstraction
java,org.apache.commons.math3.fitting,ParameterGuesser,Unutilized Abstraction
java,org.apache.commons.math3.fitting,PolynomialCurveFitter,Unutilized Abstraction
java,org.apache.commons.math3.fitting,PolynomialCurveFitter,Broken Hierarchy
java,org.apache.commons.math3.fitting,PolynomialFitter,Unutilized Abstraction
java,org.apache.commons.math3.fitting,SimpleCurveFitter,Unutilized Abstraction
java,org.apache.commons.math3.fitting,SimpleCurveFitter,Broken Hierarchy
java,org.apache.commons.math3.fitting,WeightedObservedPoints,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,AbstractEvaluation,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,DenseWeightedEvaluation,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,DenseWeightedEvaluation,Broken Hierarchy
java,org.apache.commons.math3.fitting.leastsquares,EvaluationRmsChecker,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,LeastSquaresAdapter,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,LeastSquaresBuilder,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory,Insufficient Modularization
java,org.apache.commons.math3.fitting.leastsquares,LocalValueAndJacobianFunction,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,LocalLeastSquaresProblem,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,LocalLeastSquaresProblem,Broken Hierarchy
java,org.apache.commons.math3.fitting.leastsquares,UnweightedEvaluation,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,UnweightedEvaluation,Broken Hierarchy
java,org.apache.commons.math3.fitting.leastsquares,LazyUnweightedEvaluation,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,LazyUnweightedEvaluation,Broken Hierarchy
java,org.apache.commons.math3.fitting.leastsquares,LeastSquaresOptimizer,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,Optimum,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,LeastSquaresProblem,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,LevenbergMarquardtOptimizer,Unutilized Abstraction
java,org.apache.commons.math3.fitting.leastsquares,LevenbergMarquardtOptimizer,Insufficient Modularization
java,org.apache.commons.math3.fitting.leastsquares,OptimumImpl,Unutilized Abstraction
java,org.apache.commons.math3.fraction,BigFraction,Deficient Encapsulation
java,org.apache.commons.math3.fraction,BigFraction,Cyclic-Dependent Modularization
java,org.apache.commons.math3.fraction,BigFraction,Insufficient Modularization
java,org.apache.commons.math3.fraction,BigFractionField,Cyclic-Dependent Modularization
java,org.apache.commons.math3.fraction,LazyHolder,Unnecessary Abstraction
java,org.apache.commons.math3.fraction,LazyHolder,Cyclic-Dependent Modularization
java,org.apache.commons.math3.fraction,Fraction,Deficient Encapsulation
java,org.apache.commons.math3.fraction,Fraction,Cyclic-Dependent Modularization
java,org.apache.commons.math3.fraction,Fraction,Insufficient Modularization
java,org.apache.commons.math3.fraction,FractionConversionException,Unutilized Abstraction
