Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
java,org.apache.commons.math3.analysis,FunctionUtils,value,7,2,1
java,org.apache.commons.math3.analysis,FunctionUtils,multiply,39,5,1
java,org.apache.commons.math3.analysis,FunctionUtils,value,7,2,1
java,org.apache.commons.math3.analysis,FunctionUtils,derivative,21,4,0
java,org.apache.commons.math3.analysis,FunctionUtils,value,13,4,1
java,org.apache.commons.math3.analysis,FunctionUtils,combine,11,1,3
java,org.apache.commons.math3.analysis,FunctionUtils,value,3,1,1
java,org.apache.commons.math3.analysis,FunctionUtils,collector,15,2,3
java,org.apache.commons.math3.analysis,FunctionUtils,value,7,2,1
java,org.apache.commons.math3.analysis,FunctionUtils,collector,3,1,2
java,org.apache.commons.math3.analysis,FunctionUtils,fix1stArgument,11,1,2
java,org.apache.commons.math3.analysis,FunctionUtils,value,3,1,1
java,org.apache.commons.math3.analysis,FunctionUtils,fix2ndArgument,11,1,2
java,org.apache.commons.math3.analysis,FunctionUtils,value,3,1,1
java,org.apache.commons.math3.analysis,FunctionUtils,sample,14,4,4
java,org.apache.commons.math3.analysis,FunctionUtils,toDifferentiableUnivariateFunction,25,1,1
java,org.apache.commons.math3.analysis,FunctionUtils,value,3,1,1
java,org.apache.commons.math3.analysis,FunctionUtils,derivative,11,1,0
java,org.apache.commons.math3.analysis,FunctionUtils,value,3,1,1
java,org.apache.commons.math3.analysis,FunctionUtils,toUnivariateDifferential,37,4,1
java,org.apache.commons.math3.analysis,FunctionUtils,value,3,1,1
java,org.apache.commons.math3.analysis,FunctionUtils,value,22,4,1
java,org.apache.commons.math3.analysis,FunctionUtils,toDifferentiableMultivariateFunction,63,5,1
java,org.apache.commons.math3.analysis,FunctionUtils,value,3,1,1
java,org.apache.commons.math3.analysis,FunctionUtils,partialDerivative,22,3,1
java,org.apache.commons.math3.analysis,FunctionUtils,value,14,3,1
java,org.apache.commons.math3.analysis,FunctionUtils,gradient,24,3,0
java,org.apache.commons.math3.analysis,FunctionUtils,value,16,3,1
java,org.apache.commons.math3.analysis,FunctionUtils,toMultivariateDifferentiableFunction,49,8,1
java,org.apache.commons.math3.analysis,FunctionUtils,value,3,1,1
java,org.apache.commons.math3.analysis,FunctionUtils,value,33,8,1
java,org.apache.commons.math3.analysis,FunctionUtils,toDifferentiableMultivariateVectorFunction,40,4,1
java,org.apache.commons.math3.analysis,FunctionUtils,value,3,1,1
java,org.apache.commons.math3.analysis,FunctionUtils,jacobian,26,4,0
java,org.apache.commons.math3.analysis,FunctionUtils,value,18,4,1
java,org.apache.commons.math3.analysis,FunctionUtils,toMultivariateDifferentiableVectorFunction,53,9,1
java,org.apache.commons.math3.analysis,FunctionUtils,value,3,1,1
java,org.apache.commons.math3.analysis,FunctionUtils,value,37,9,1
java,org.apache.commons.math3.analysis,MultivariateFunction,value,0,1,1
java,org.apache.commons.math3.analysis,MultivariateMatrixFunction,value,0,1,1
java,org.apache.commons.math3.analysis,MultivariateVectorFunction,value,0,1,1
java,org.apache.commons.math3.analysis,ParametricUnivariateFunction,value,0,1,2
java,org.apache.commons.math3.analysis,ParametricUnivariateFunction,gradient,0,1,2
java,org.apache.commons.math3.analysis,RealFieldUnivariateFunction,value,0,1,1
java,org.apache.commons.math3.analysis,TrivariateFunction,value,0,1,3
java,org.apache.commons.math3.analysis,UnivariateFunction,value,0,1,1
java,org.apache.commons.math3.analysis,UnivariateMatrixFunction,value,0,1,1
java,org.apache.commons.math3.analysis,UnivariateVectorFunction,value,0,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,DerivativeStructure,4,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,DerivativeStructure,3,1,2
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,DerivativeStructure,4,1,3
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,DerivativeStructure,9,3,4
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,DerivativeStructure,5,1,4
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,DerivativeStructure,6,1,6
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,DerivativeStructure,7,1,8
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,DerivativeStructure,7,2,3
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,DerivativeStructure,4,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,getFreeParameters,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,getOrder,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,createConstant,3,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,getReal,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,getValue,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,getPartialDerivative,3,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,getAllDerivatives,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,add,5,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,add,6,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,subtract,3,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,subtract,6,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,multiply,3,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,multiply,7,2,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,multiply,6,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,divide,7,2,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,divide,6,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,remainder,5,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,remainder,6,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,negate,7,2,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,abs,8,2,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,ceil,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,floor,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,rint,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,round,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,signum,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,copySign,8,2,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,copySign,8,2,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,getExponent,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,scalb,7,2,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,hypot,26,5,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,hypot,3,1,2
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,compose,8,2,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,reciprocal,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,sqrt,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,cbrt,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,rootN,5,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,getField,23,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,getZero,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,getOne,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,getRuntimeClass,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,pow,5,1,2
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,pow,5,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,pow,5,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,pow,6,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,exp,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,expm1,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,log,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,log1p,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,log10,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,cos,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,sin,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,tan,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,acos,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,asin,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,atan,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,atan2,6,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,atan2,3,1,2
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,cosh,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,sinh,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,tanh,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,acosh,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,asinh,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,atanh,5,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,toDegrees,7,2,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,toRadians,7,2,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,taylor,3,1,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,linearCombination,18,4,2
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,linearCombination,14,3,2
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,linearCombination,7,1,4
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,linearCombination,7,1,4
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,linearCombination,7,1,6
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,linearCombination,7,1,6
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,linearCombination,7,1,8
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,linearCombination,7,1,8
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,equals,10,3,1
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,hashCode,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,writeReplace,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,DataTransferObject,5,1,3
java,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,readResolve,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DataTransferObject,DataTransferObject,5,1,3
java,org.apache.commons.math3.analysis.differentiation,DataTransferObject,readResolve,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,DSCompiler,9,1,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,getCompiler,26,7,2
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,compileSizes,14,3,3
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,compileDerivativesIndirection,16,4,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,compileLowerIndirection,13,3,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,compileMultiplicationIndirection,33,8,5
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,compileCompositionIndirection,60,13,6
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,getPartialDerivativeIndex,6,2,1
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,getPartialDerivativeIndex,16,4,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,convertIndex,5,1,6
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,getPartialDerivativeOrders,3,1,1
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,getFreeParameters,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,getOrder,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,getSize,3,1,0
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,linearCombination,5,2,8
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,linearCombination,5,2,11
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,linearCombination,5,2,14
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,add,5,2,6
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,subtract,5,2,6
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,multiply,10,3,6
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,divide,5,1,6
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,remainder,8,2,6
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,pow,24,6,5
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,pow,15,3,5
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,pow,31,6,5
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,pow,7,1,6
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,rootN,23,4,5
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,exp,5,1,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,expm1,6,1,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,log,13,3,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,log1p,13,3,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,log10,13,3,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,cos,11,3,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,sin,11,3,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tan,28,7,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acos,32,7,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asin,32,7,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan,32,7,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atan2,26,4,6
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,cosh,11,3,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,sinh,11,3,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,tanh,28,7,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,acosh,32,7,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,asinh,32,7,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,atanh,32,7,4
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,compose,15,4,5
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,taylor,19,4,3
java,org.apache.commons.math3.analysis.differentiation,DSCompiler,checkCompatibility,8,3,1
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,FiniteDifferencesDifferentiator,3,1,2
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,FiniteDifferencesDifferentiator,17,4,4
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,getNbPoints,3,1,0
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,getStepSize,3,1,0
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,evaluate,29,5,3
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,differentiate,25,3,1
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,value,3,1,1
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,value,11,3,1
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,differentiate,35,6,1
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,value,3,1,1
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,value,21,6,1
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,differentiate,39,8,1
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,value,3,1,1
java,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,value,25,8,1
java,org.apache.commons.math3.analysis.differentiation,GradientFunction,GradientFunction,3,1,1
java,org.apache.commons.math3.analysis.differentiation,GradientFunction,value,15,3,1
java,org.apache.commons.math3.analysis.differentiation,JacobianFunction,JacobianFunction,3,1,1
java,org.apache.commons.math3.analysis.differentiation,JacobianFunction,value,17,4,1
java,org.apache.commons.math3.analysis.differentiation,MultivariateDifferentiableFunction,value,0,1,1
java,org.apache.commons.math3.analysis.differentiation,MultivariateDifferentiableVectorFunction,value,0,1,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,SparseGradient,7,2,2
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,SparseGradient,9,3,3
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,createConstant,3,1,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,createVariable,3,1,2
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,numVars,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,getDerivative,4,1,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,getValue,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,getReal,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,add,14,3,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,addInPlace,13,3,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,add,4,1,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,subtract,14,3,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,subtract,3,1,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,multiply,17,4,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,multiplyInPlace,16,4,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,multiply,3,1,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,multiply,3,1,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,divide,17,4,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,divide,3,1,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,negate,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,getField,23,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,getZero,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,getOne,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,getRuntimeClass,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,remainder,3,1,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,remainder,5,1,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,abs,8,2,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,ceil,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,floor,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,rint,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,round,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,signum,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,copySign,8,2,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,copySign,8,2,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,scalb,7,2,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,hypot,25,5,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,hypot,3,1,2
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,reciprocal,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,sqrt,4,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,cbrt,4,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,rootN,12,3,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,pow,3,1,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,pow,9,2,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,pow,3,1,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,pow,17,4,2
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,exp,4,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,expm1,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,log,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,log10,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,log1p,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,cos,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,sin,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,tan,4,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,acos,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,asin,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,atan,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,atan2,13,2,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,atan2,3,1,2
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,cosh,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,sinh,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,tanh,4,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,acosh,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,asinh,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,atanh,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,toDegrees,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,toRadians,3,1,0
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,taylor,7,2,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,compose,3,1,2
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,linearCombination,16,4,2
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,linearCombination,12,3,2
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,linearCombination,5,1,4
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,linearCombination,5,1,4
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,linearCombination,5,1,6
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,linearCombination,5,1,6
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,linearCombination,5,1,8
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,linearCombination,5,1,8
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,equals,24,8,1
java,org.apache.commons.math3.analysis.differentiation,SparseGradient,hashCode,3,1,0
java,org.apache.commons.math3.analysis.differentiation,UnivariateDifferentiableFunction,value,0,1,1
java,org.apache.commons.math3.analysis.differentiation,UnivariateDifferentiableMatrixFunction,value,0,1,1
java,org.apache.commons.math3.analysis.differentiation,UnivariateDifferentiableVectorFunction,value,0,1,1
java,org.apache.commons.math3.analysis.differentiation,UnivariateFunctionDifferentiator,differentiate,0,1,1
java,org.apache.commons.math3.analysis.differentiation,UnivariateMatrixFunctionDifferentiator,differentiate,0,1,1
java,org.apache.commons.math3.analysis.differentiation,UnivariateVectorFunctionDifferentiator,differentiate,0,1,1
java,org.apache.commons.math3.analysis.function,Abs,value,3,1,1
java,org.apache.commons.math3.analysis.function,Acos,value,3,1,1
java,org.apache.commons.math3.analysis.function,Acos,derivative,3,1,0
java,org.apache.commons.math3.analysis.function,Acos,value,3,1,1
java,org.apache.commons.math3.analysis.function,Acosh,value,3,1,1
java,org.apache.commons.math3.analysis.function,Acosh,derivative,3,1,0
java,org.apache.commons.math3.analysis.function,Acosh,value,3,1,1
java,org.apache.commons.math3.analysis.function,Add,value,3,1,2
java,org.apache.commons.math3.analysis.function,Asin,value,3,1,1
java,org.apache.commons.math3.analysis.function,Asin,derivative,3,1,0
java,org.apache.commons.math3.analysis.function,Asin,value,3,1,1
java,org.apache.commons.math3.analysis.function,Asinh,value,3,1,1
java,org.apache.commons.math3.analysis.function,Asinh,derivative,3,1,0
java,org.apache.commons.math3.analysis.function,Asinh,value,3,1,1
java,org.apache.commons.math3.analysis.function,Atan,value,3,1,1
java,org.apache.commons.math3.analysis.function,Atan,derivative,3,1,0
java,org.apache.commons.math3.analysis.function,Atan,value,3,1,1
java,org.apache.commons.math3.analysis.function,Atan2,value,3,1,2
java,org.apache.commons.math3.analysis.function,Atanh,value,3,1,1
java,org.apache.commons.math3.analysis.function,Atanh,derivative,3,1,0
java,org.apache.commons.math3.analysis.function,Atanh,value,3,1,1
java,org.apache.commons.math3.analysis.function,Cbrt,value,3,1,1
java,org.apache.commons.math3.analysis.function,Cbrt,derivative,3,1,0
java,org.apache.commons.math3.analysis.function,Cbrt,value,3,1,1
java,org.apache.commons.math3.analysis.function,Ceil,value,3,1,1
java,org.apache.commons.math3.analysis.function,Constant,Constant,3,1,1
java,org.apache.commons.math3.analysis.function,Constant,value,3,1,1
java,org.apache.commons.math3.analysis.function,Constant,derivative,3,1,0
java,org.apache.commons.math3.analysis.function,Constant,value,3,1,1
java,org.apache.commons.math3.analysis.function,Cos,value,3,1,1
java,org.apache.commons.math3.analysis.function,Cos,derivative,3,1,0
java,org.apache.commons.math3.analysis.function,Cos,value,3,1,1
java,org.apache.commons.math3.analysis.function,Cosh,value,3,1,1
java,org.apache.commons.math3.analysis.function,Cosh,derivative,3,1,0
java,org.apache.commons.math3.analysis.function,Cosh,value,3,1,1
